Run,Step,Reward,Dones,log/Episode_Reward/reaching_object,log/Episode_Reward/lifting_object,log/Episode_Reward/object_goal_tracking,log/Episode_Reward/object_goal_tracking_fine_grained,log/Episode_Reward/action_rate,log/Episode_Reward/joint_vel,log/Episode_Reward/object_drop,log/Episode_Reward/joint_deviation,log/Episode_Reward/applied_torque_limits,log/Episode_Reward/collision,log/Metrics/object_pose/position_error,log/Metrics/object_pose/orientation_error,log/Episode_Termination/time_out,log/Episode_Termination/object_dropping
1,34,-0.0305268485099077,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,35,-0.0121483756229281,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,36,-0.0057834419421851,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,37,0.0075919013470411,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,38,0.012237699702382,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39,0.0115752629935741,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40,0.0128974914550781,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,41,0.0158085953444242,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,42,-0.001632448635064,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,-0.0280221384018659,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,44,-0.0005796926561743,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,45,0.0021812017075717,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,46,0.0112170632928609,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47,0.0066225859336555,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,48,0.0112938061356544,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,49,0.013500515371561,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,50,0.0053500500507652,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,-0.0052767032757401,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,-0.0231027640402317,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53,-0.0084875486791133,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,54,0.0027154244016855,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,55,0.0106788799166679,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,56,0.0109633319079875,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,57,0.0124841202050447,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,58,0.0023538134992122,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,0.0033179027959704,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,-0.0018849400803446,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,61,0.0002126144245266,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,62,0.0117918122559785,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,63,0.0113673359155654,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,64,0.0109987501055002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,0.0112849688157439,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,66,0.0118865333497524,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,67,0.0124075505882501,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,68,0.0118430331349372,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,69,0.0109332269057631,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,70,0.0115621238946914,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,71,0.0111064808443188,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,72,0.0109743271023035,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,73,0.0113379331305623,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,74,0.0118539445102214,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,0.0122303944081068,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,76,0.0117776077240705,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,77,0.0114864315837621,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,78,0.0112865660339593,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,79,0.0109322220087051,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,80,0.0110638588666915,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,81,0.0114636179059743,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,82,0.0118765607476234,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,83,0.0120483562350273,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,84,0.0117918848991394,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,85,0.0113407457247376,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,86,0.0109527679160237,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,87,0.0109804281964898,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,88,0.0113062979653477,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,89,0.0116949025541543,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,90,0.01190971955657,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,91,0.0117986127734184,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,92,0.0113772340118885,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,93,0.0109899155795574,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,94,0.0109449485316872,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,95,0.0112004252150654,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,96,0.0115515729412436,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,97,0.0117878355085849,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,98,0.0117414491251111,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,99,0.011400144547224,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,100,0.0110376076772809,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,101,-0.0926616787910461,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,102,-0.0655033886432647,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,103,-0.0577996224164962,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,104,-0.0487003028392791,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,105,-0.0408407561480999,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,106,-0.0323059298098087,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,107,-0.0215653851628303,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,108,-0.0092736631631851,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,109,-0.0516088530421257,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,110,-0.0256943106651306,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,111,-0.0136887719854712,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,112,0.0084499921649694,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,113,0.0133396051824092,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,114,0.0083270724862813,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,115,0.0126635152846574,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,116,0.0137034030631184,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,117,0.0146329812705516,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,118,0.0147359278053045,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,119,0.0102091301232576,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,120,-0.0122950505465269,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,121,-0.0079898471012711,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,122,-0.003569931956008,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,123,0.0083973882719874,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,124,0.5709443688392639,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,125,0.5670803189277649,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,126,0.5662429332733154,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,127,0.5560355186462402,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,128,0.5503777861595154,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,129,0.5433779358863831,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,130,0.5437086224555969,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,131,0.5463157892227173,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,132,0.5515075922012329,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,133,0.5569242835044861,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,134,0.5601878762245178,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,135,0.5640432834625244,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,136,0.5680298805236816,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,137,0.57159024477005,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,138,0.5746646523475647,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,139,0.5769506692886353,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,140,0.5786565542221069,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,141,0.5800201296806335,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,142,0.581156313419342,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,143,0.582114577293396,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,144,0.583125114440918,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,145,0.5842308402061462,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
1,146,0.5853523015975952,False,0.7291998863220215,1.3499999046325684,1.082003116607666,0.0408928133547306,-4.076329423696734e-05,-0.0212237425148487,-0.0399999991059303,-0.000282836088445,-0.5023647546768188,-0.1242486760020256,0.0641462653875351,0.6217548251152039,1.0,0.0
