Run,Step,Epoch,Episode,Reward,log/Episode_Reward/end_effector_position_tracking,log/Episode_Reward/end_effector_orientation_tracking,log/Episode_Reward/action_rate,log/Episode_Reward/joint_vel,log/Metrics/ee_pose/position_error,log/Metrics/ee_pose/orientation_error,log/Episode_Termination/time_out
10,93,3,1,-0.0001460374041926,0.0,0.0,0.0,0.0,0.0,0.0,0
10,94,3,1,-0.0001481122599216,0.0,0.0,0.0,0.0,0.0,0.0,0
10,95,3,1,-0.0001480350765632,0.0,0.0,0.0,0.0,0.0,0.0,0
10,96,4,1,-0.0001478129561292,0.0,0.0,0.0,0.0,0.0,0.0,0
10,97,4,1,-0.0001478978374507,0.0,0.0,0.0,0.0,0.0,0.0,0
10,98,4,1,-0.0001508675632067,0.0,0.0,0.0,0.0,0.0,0.0,0
10,99,4,1,-0.0001515495969215,0.0,0.0,0.0,0.0,0.0,0.0,0
10,100,4,2,-0.0001494103344157,0.0,0.0,0.0,0.0,0.0,0.0,0
10,101,4,2,-0.0001481881190557,0.0,0.0,0.0,0.0,0.0,0.0,0
10,102,4,2,-0.0001471617142669,0.0,0.0,0.0,0.0,0.0,0.0,0
10,103,4,2,-0.0001474072341807,0.0,0.0,0.0,0.0,0.0,0.0,0
10,104,4,2,-0.0001486922701587,0.0,0.0,0.0,0.0,0.0,0.0,0
10,105,4,2,-0.000151055806782,0.0,0.0,0.0,0.0,0.0,0.0,0
10,106,4,2,-0.0001498153142165,0.0,0.0,0.0,0.0,0.0,0.0,0
10,107,4,2,-0.000148520906805,0.0,0.0,0.0,0.0,0.0,0.0,0
10,108,4,2,-0.0001479019119869,0.0,0.0,0.0,0.0,0.0,0.0,0
10,109,4,2,-0.0001491542934672,0.0,0.0,0.0,0.0,0.0,0.0,0
10,110,4,2,-0.0001512864837422,0.0,0.0,0.0,0.0,0.0,0.0,0
10,111,4,2,-0.000151311935042,0.0,0.0,0.0,0.0,0.0,0.0,0
10,112,4,2,-0.0001494390307925,0.0,0.0,0.0,0.0,0.0,0.0,0
10,113,4,2,-0.0001480577338952,0.0,0.0,0.0,0.0,0.0,0.0,0
10,114,4,2,-0.0001471013529226,0.0,0.0,0.0,0.0,0.0,0.0,0
10,115,4,2,-0.0001466254470869,0.0,0.0,0.0,0.0,0.0,0.0,0
10,116,4,2,-0.0001467455440433,0.0,0.0,0.0,0.0,0.0,0.0,0
10,117,4,2,-0.0001475767057854,0.0,0.0,0.0,0.0,0.0,0.0,0
10,118,4,2,-0.00014883177937,0.0,0.0,0.0,0.0,0.0,0.0,0
10,119,4,2,-0.0001482514489907,0.0,0.0,0.0,0.0,0.0,0.0,0
10,120,4,2,-0.0001506435219198,0.0,0.0,0.0,0.0,0.0,0.0,0
10,121,4,2,-0.0001511365117039,0.0,0.0,0.0,0.0,0.0,0.0,0
10,122,4,2,-0.0001493586896685,0.0,0.0,0.0,0.0,0.0,0.0,0
10,123,4,2,-0.0001480696228099,0.0,0.0,0.0,0.0,0.0,0.0,0
10,124,4,2,-0.0001474371238145,0.0,0.0,0.0,0.0,0.0,0.0,0
10,125,4,2,-0.0001475234894314,0.0,0.0,0.0,0.0,0.0,0.0,0
10,126,4,2,-0.0001479630591347,0.0,0.0,0.0,0.0,0.0,0.0,0
10,127,4,2,-0.0001494161551818,0.0,0.0,0.0,0.0,0.0,0.0,0
10,128,5,2,-0.0001509284920757,0.0,0.0,0.0,0.0,0.0,0.0,0
10,129,5,2,-0.0001493662566645,0.0,0.0,0.0,0.0,0.0,0.0,0
10,130,5,2,-0.0001481560175307,0.0,0.0,0.0,0.0,0.0,0.0,0
10,131,5,2,-0.0001473390730097,0.0,0.0,0.0,0.0,0.0,0.0,0
10,132,5,2,-0.0001477145269745,0.0,0.0,0.0,0.0,0.0,0.0,0
10,133,5,2,-0.0001482891966588,0.0,0.0,0.0,0.0,0.0,0.0,0
10,134,5,2,-0.0001497827179264,0.0,0.0,0.0,0.0,0.0,0.0,0
10,135,5,2,-0.0001500099024269,0.0,0.0,0.0,0.0,0.0,0.0,0
10,136,5,2,-0.0001484166423324,0.0,0.0,0.0,0.0,0.0,0.0,0
10,137,5,2,-0.0001487856789026,0.0,0.0,0.0,0.0,0.0,0.0,0
10,138,5,2,-0.0001493043091613,0.0,0.0,0.0,0.0,0.0,0.0,0
10,139,5,2,-0.0001506099360994,0.0,0.0,0.0,0.0,0.0,0.0,0
10,140,5,2,-0.0001519979996373,0.0,0.0,0.0,0.0,0.0,0.0,0
10,141,5,2,-0.0001506277185399,0.0,0.0,0.0,0.0,0.0,0.0,0
10,142,5,2,-0.00014942366397,0.0,0.0,0.0,0.0,0.0,0.0,0
10,143,5,2,-0.0001490431750426,0.0,0.0,0.0,0.0,0.0,0.0,0
10,144,5,2,-0.0001496309414505,0.0,0.0,0.0,0.0,0.0,0.0,0
10,145,5,2,-0.0001507552515249,0.0,0.0,0.0,0.0,0.0,0.0,0
10,146,5,2,-0.0001520460064057,0.0,0.0,0.0,0.0,0.0,0.0,0
10,147,5,2,-0.0001503868261352,0.0,0.0,0.0,0.0,0.0,0.0,0
10,148,5,2,-0.0001492036099079,0.0,0.0,0.0,0.0,0.0,0.0,0
10,149,5,2,-0.0001488018460804,0.0,0.0,0.0,0.0,0.0,0.0,0
10,150,5,2,-0.0001494788448326,0.0,0.0,0.0,0.0,0.0,0.0,0
10,151,5,2,-0.0001504272804595,0.0,0.0,0.0,0.0,0.0,0.0,0
10,152,5,2,-0.0001517988275736,0.0,0.0,0.0,0.0,0.0,0.0,0
10,153,5,2,-0.0001501579536125,0.0,0.0,0.0,0.0,0.0,0.0,0
10,154,5,2,-0.0001490617141826,0.0,0.0,0.0,0.0,0.0,0.0,0
10,155,5,2,-0.0001486049150116,0.0,0.0,0.0,0.0,0.0,0.0,0
10,156,5,2,-0.00014923622075,0.0,0.0,0.0,0.0,0.0,0.0,0
10,157,5,2,-0.0001499152567703,0.0,0.0,0.0,0.0,0.0,0.0,0
10,158,5,2,-0.0001511909213149,0.0,0.0,0.0,0.0,0.0,0.0,0
10,159,5,2,-0.00014976253442,0.0,0.0,0.0,0.0,0.0,0.0,0
10,160,6,2,-0.0001487421977799,0.0,0.0,0.0,0.0,0.0,0.0,0
10,161,6,2,-0.0001484145323047,0.0,0.0,0.0,0.0,0.0,0.0,0
10,162,6,2,-0.0001491290167905,0.0,0.0,0.0,0.0,0.0,0.0,0
10,163,6,2,-0.0001495990727562,0.0,0.0,0.0,0.0,0.0,0.0,0
10,164,6,2,-0.0001510208530817,0.0,0.0,0.0,0.0,0.0,0.0,0
10,165,6,2,-0.0001494844764238,0.0,0.0,0.0,0.0,0.0,0.0,0
10,166,6,2,-0.0001484215463278,0.0,0.0,0.0,0.0,0.0,0.0,0
10,167,6,2,-0.0001480278588132,0.0,0.0,0.0,0.0,0.0,0.0,0
10,168,6,2,-0.0001486123219365,0.0,0.0,0.0,0.0,0.0,0.0,0
10,169,6,2,-0.000149066108861,0.0,0.0,0.0,0.0,0.0,0.0,0
10,170,6,2,-0.0001503891544416,0.0,0.0,0.0,0.0,0.0,0.0,0
10,171,6,2,-0.0001493219460826,0.0,0.0,0.0,0.0,0.0,0.0,0
10,172,6,2,-0.0001495654869358,0.0,0.0,0.0,0.0,0.0,0.0,0
10,173,6,2,-0.0001517143828095,0.0,0.0,0.0,0.0,0.0,0.0,0
10,174,6,2,-0.0001523207902209,0.0,0.0,0.0,0.0,0.0,0.0,0
10,175,6,2,-0.0001509451103629,0.0,0.0,0.0,0.0,0.0,0.0,0
10,176,6,2,-0.0001497745106462,0.0,0.0,0.0,0.0,0.0,0.0,0
10,177,6,2,-0.0001492263254476,0.0,0.0,0.0,0.0,0.0,0.0,0
10,178,6,2,-0.0001497474731877,0.0,0.0,0.0,0.0,0.0,0.0,0
10,179,6,2,-0.0001495367032475,0.0,0.0,0.0,0.0,0.0,0.0,0
10,180,6,2,-0.000151085332618,0.0,0.0,0.0,0.0,0.0,0.0,0
10,181,6,2,-0.0001513910974608,0.0,0.0,0.0,0.0,0.0,0.0,0
10,182,6,2,-0.0001519402721896,0.0,0.0,0.0,0.0,0.0,0.0,0
10,183,6,2,-0.0001507890410721,0.0,0.0,0.0,0.0,0.0,0.0,0
10,184,6,2,-0.0001496876502642,0.0,0.0,0.0,0.0,0.0,0.0,0
10,185,6,2,-0.000149206869537,0.0,0.0,0.0,0.0,0.0,0.0,0
10,186,6,2,-0.000149466577568,0.0,0.0,0.0,0.0,0.0,0.0,0
10,187,6,2,-0.0001488783163949,0.0,0.0,0.0,0.0,0.0,0.0,0
10,188,6,2,-0.0001500487269368,0.0,0.0,0.0,0.0,0.0,0.0,0
10,189,6,2,-0.0001514003088232,0.0,0.0,0.0,0.0,0.0,0.0,0
10,190,6,2,-0.0001506505941506,0.0,0.0,0.0,0.0,0.0,0.0,0
10,191,6,2,-0.0001506348780822,0.0,0.0,0.0,0.0,0.0,0.0,0
10,192,7,2,-0.0001526969135738,0.0,0.0,0.0,0.0,0.0,0.0,0
10,193,7,2,-0.0001526142441434,0.0,0.0,0.0,0.0,0.0,0.0,0
10,194,7,2,-0.0001540416269563,0.0,0.0,0.0,0.0,0.0,0.0,0
10,195,7,2,-0.0001553916517877,0.0,0.0,0.0,0.0,0.0,0.0,0
10,196,7,2,-0.0001536876661702,0.0,0.0,0.0,0.0,0.0,0.0,0
10,197,7,2,-0.0001523963437648,0.0,0.0,0.0,0.0,0.0,0.0,0
10,198,7,2,-0.0001513097231509,0.0,0.0,0.0,0.0,0.0,0.0,0
10,199,7,2,-0.0001514191681053,0.0,0.0,0.0,0.0,0.0,0.0,0
10,200,7,3,-0.0001517779310233,0.0,0.0,0.0,0.0,0.0,0.0,0
10,201,7,3,-0.0001531345042167,0.0,0.0,0.0,0.0,0.0,0.0,0
10,202,7,3,-0.000152518870891,0.0,0.0,0.0,0.0,0.0,0.0,0
10,203,7,3,-0.0001533945323899,0.0,0.0,0.0,0.0,0.0,0.0,0
10,204,7,3,-0.0001580647804075,0.0,0.0,0.0,0.0,0.0,0.0,0
10,205,7,3,-0.000158859140356,0.0,0.0,0.0,0.0,0.0,0.0,0
10,206,7,3,-0.0001568657171446,0.0,0.0,0.0,0.0,0.0,0.0,0
10,207,7,3,-0.0001555272465338,0.0,0.0,0.0,0.0,0.0,0.0,0
10,208,7,3,-0.0001544186670798,0.0,0.0,0.0,0.0,0.0,0.0,0
10,209,7,3,-0.0001550969900563,0.0,0.0,0.0,0.0,0.0,0.0,0
10,210,7,3,-0.0001559995434945,0.0,0.0,0.0,0.0,0.0,0.0,0
10,211,7,3,-0.0001575602509547,0.0,0.0,0.0,0.0,0.0,0.0,0
10,212,7,3,-0.0001557927025714,0.0,0.0,0.0,0.0,0.0,0.0,0
10,213,7,3,-0.0001544226106489,0.0,0.0,0.0,0.0,0.0,0.0,0
10,214,7,3,-0.0001535485935164,0.0,0.0,0.0,0.0,0.0,0.0,0
10,215,7,3,-0.0001545671402709,0.0,0.0,0.0,0.0,0.0,0.0,0
10,216,7,3,-0.0001559884258313,0.0,0.0,0.0,0.0,0.0,0.0,0
10,217,7,3,-0.0001575414207763,0.0,0.0,0.0,0.0,0.0,0.0,0
10,218,7,3,-0.0001558606454636,0.0,0.0,0.0,0.0,0.0,0.0,0
10,219,7,3,-0.0001545662380522,0.0,0.0,0.0,0.0,0.0,0.0,0
10,220,7,3,-0.0001537131320219,0.0,0.0,0.0,0.0,0.0,0.0,0
10,221,7,3,-0.0001549614389659,0.0,0.0,0.0,0.0,0.0,0.0,0
10,222,7,3,-0.0001572562177898,0.0,0.0,0.0,0.0,0.0,0.0,0
10,223,7,3,-0.0001584418496349,0.0,0.0,0.0,0.0,0.0,0.0,0
10,224,8,3,-0.0001568643638165,0.0,0.0,0.0,0.0,0.0,0.0,0
10,225,8,3,-0.0001553423207951,0.0,0.0,0.0,0.0,0.0,0.0,0
10,226,8,3,-0.0001543827238492,0.0,0.0,0.0,0.0,0.0,0.0,0
10,227,8,3,-0.0001551413588458,0.0,0.0,0.0,0.0,0.0,0.0,0
10,228,8,3,-0.0001568514999235,0.0,0.0,0.0,0.0,0.0,0.0,0
10,229,8,3,-0.0001583600242156,0.0,0.0,0.0,0.0,0.0,0.0,0
10,230,8,3,-0.0001566496357554,0.0,0.0,0.0,0.0,0.0,0.0,0
10,231,8,3,-0.000155418732902,0.0,0.0,0.0,0.0,0.0,0.0,0
10,232,8,3,-0.0001548057625768,0.0,0.0,0.0,0.0,0.0,0.0,0
10,233,8,3,-0.0001558306394144,0.0,0.0,0.0,0.0,0.0,0.0,0
10,234,8,3,-0.0001574888447066,0.0,0.0,0.0,0.0,0.0,0.0,0
10,235,8,3,-0.000158946000738,0.0,0.0,0.0,0.0,0.0,0.0,0
10,236,8,3,-0.0001572112669236,0.0,0.0,0.0,0.0,0.0,0.0,0
10,237,8,3,-0.0001559635420562,0.0,0.0,0.0,0.0,0.0,0.0,0
10,238,8,3,-0.000155314526637,0.0,0.0,0.0,0.0,0.0,0.0,0
10,239,8,3,-0.0001563181285746,0.0,0.0,0.0,0.0,0.0,0.0,0
10,240,8,3,-0.0001579394447617,0.0,0.0,0.0,0.0,0.0,0.0,0
10,241,8,3,-0.0001593683991814,0.0,0.0,0.0,0.0,0.0,0.0,0
10,242,8,3,-0.0001576208596816,0.0,0.0,0.0,0.0,0.0,0.0,0
10,243,8,3,-0.0001563660334795,0.0,0.0,0.0,0.0,0.0,0.0,0
10,244,8,3,-0.0001556998468004,0.0,0.0,0.0,0.0,0.0,0.0,0
10,245,8,3,-0.0001566930150147,0.0,0.0,0.0,0.0,0.0,0.0,0
10,246,8,3,-0.0001583123957971,0.0,0.0,0.0,0.0,0.0,0.0,0
10,247,8,3,-0.0001597094960743,0.0,0.0,0.0,0.0,0.0,0.0,0
10,248,8,3,-0.000157951406436,0.0,0.0,0.0,0.0,0.0,0.0,0
10,249,8,3,-0.0001566927094245,0.0,0.0,0.0,0.0,0.0,0.0,0
10,250,8,3,-0.0001560109376441,0.0,0.0,0.0,0.0,0.0,0.0,0
10,251,8,3,-0.0001570031308801,0.0,0.0,0.0,0.0,0.0,0.0,0
10,252,8,3,-0.0001586352154845,0.0,0.0,0.0,0.0,0.0,0.0,0
10,253,8,3,-0.0001599953102413,0.0,0.0,0.0,0.0,0.0,0.0,0
10,254,8,3,-0.0001582309632794,0.0,0.0,0.0,0.0,0.0,0.0,0
10,255,8,3,-0.0001569679152453,0.0,0.0,0.0,0.0,0.0,0.0,0
10,256,9,3,-0.0001562547258799,0.0,0.0,0.0,0.0,0.0,0.0,0
10,257,9,3,-0.0001572771870996,0.0,0.0,0.0,0.0,0.0,0.0,0
10,258,9,3,-0.0001590186875546,0.0,0.0,0.0,0.0,0.0,0.0,0
10,259,9,3,-0.0001603098935447,0.0,0.0,0.0,0.0,0.0,0.0,0
10,260,9,3,-0.0001585524005349,0.0,0.0,0.0,0.0,0.0,0.0,0
10,261,9,3,-0.0001572660112287,0.0,0.0,0.0,0.0,0.0,0.0,0
10,262,9,3,-0.0001564289705129,0.0,0.0,0.0,0.0,0.0,0.0,0
10,263,9,3,-0.000157614093041,0.0,0.0,0.0,0.0,0.0,0.0,0
10,264,9,3,-0.0001602033007657,0.0,0.0,0.0,0.0,0.0,0.0,0
10,265,9,3,-0.0001611540501471,0.0,0.0,0.0,0.0,0.0,0.0,0
10,266,9,3,-0.0001594532950548,0.0,0.0,0.0,0.0,0.0,0.0,0
10,267,9,3,-0.0001579175150254,0.0,0.0,0.0,0.0,0.0,0.0,0
10,268,9,3,-0.0001567518775118,0.0,0.0,0.0,0.0,0.0,0.0,0
10,269,9,3,-0.0001574800699017,0.0,0.0,0.0,0.0,0.0,0.0,0
10,270,9,3,-0.0001591133477631,0.0,0.0,0.0,0.0,0.0,0.0,0
10,271,9,3,-0.0001604691351531,0.0,0.0,0.0,0.0,0.0,0.0,0
10,272,9,3,-0.0001586892467457,0.0,0.0,0.0,0.0,0.0,0.0,0
10,273,9,3,-0.0001574334746692,0.0,0.0,0.0,0.0,0.0,0.0,0
10,274,9,3,-0.0001568140432937,0.0,0.0,0.0,0.0,0.0,0.0,0
10,275,9,3,-0.0001576327049406,0.0,0.0,0.0,0.0,0.0,0.0,0
10,276,9,3,-0.0001590475148987,0.0,0.0,0.0,0.0,0.0,0.0,0
10,277,9,3,-0.0001604064018465,0.0,0.0,0.0,0.0,0.0,0.0,0
10,278,9,3,-0.000158732626005,0.0,0.0,0.0,0.0,0.0,0.0,0
10,279,9,3,-0.000157518297783,0.0,0.0,0.0,0.0,0.0,0.0,0
10,280,9,3,-0.0001566370774526,0.0,0.0,0.0,0.0,0.0,0.0,0
10,281,9,3,-0.0001579982344992,0.0,0.0,0.0,0.0,0.0,0.0,0
10,282,9,3,-0.0001598988164914,0.0,0.0,0.0,0.0,0.0,0.0,0
10,283,9,3,-0.0001607724261702,0.0,0.0,0.0,0.0,0.0,0.0,0
10,284,9,3,-0.0001590885367477,0.0,0.0,0.0,0.0,0.0,0.0,0
10,285,9,3,-0.00015776566579,0.0,0.0,0.0,0.0,0.0,0.0,0
10,286,9,3,-0.0001568958250572,0.0,0.0,0.0,0.0,0.0,0.0,0
10,287,9,3,-0.0001581569522386,0.0,0.0,0.0,0.0,0.0,0.0,0
10,288,10,3,-0.0001601327676326,0.0,0.0,0.0,0.0,0.0,0.0,0
10,289,10,3,-0.0001609802275197,0.0,0.0,0.0,0.0,0.0,0.0,0
10,290,10,3,-0.0001592865155544,0.0,0.0,0.0,0.0,0.0,0.0,0
10,291,10,3,-0.0001579541712999,0.0,0.0,0.0,0.0,0.0,0.0,0
10,292,10,3,-0.0001571104075992,0.0,0.0,0.0,0.0,0.0,0.0,0
10,293,10,3,-0.0001583667180966,0.0,0.0,0.0,0.0,0.0,0.0,0
10,294,10,3,-0.0001603501004865,0.0,0.0,0.0,0.0,0.0,0.0,0
10,295,10,3,-0.0001611752086319,0.0,0.0,0.0,0.0,0.0,0.0,0
10,296,10,3,-0.0001594704372109,0.0,0.0,0.0,0.0,0.0,0.0,0
10,297,10,3,-0.0001581236865604,0.0,0.0,0.0,0.0,0.0,0.0,0
10,298,10,3,-0.0001572497421875,0.0,0.0,0.0,0.0,0.0,0.0,0
10,299,10,3,-0.0001585124700795,0.0,0.0,0.0,0.0,0.0,0.0,0
10,300,10,4,-0.0001605106663191,0.0,0.0,0.0,0.0,0.0,0.0,0
10,301,10,4,-0.00016131697339,0.0,0.0,0.0,0.0,0.0,0.0,0
10,302,10,4,-0.0001596071670064,0.0,0.0,0.0,0.0,0.0,0.0,0
10,303,10,4,-0.0001582445693202,0.0,0.0,0.0,0.0,0.0,0.0,0
10,304,10,4,-0.0001573394838487,0.0,0.0,0.0,0.0,0.0,0.0,0
10,305,10,4,-0.0001586076105013,0.0,0.0,0.0,0.0,0.0,0.0,0
10,306,10,4,-0.0001606199512025,0.0,0.0,0.0,0.0,0.0,0.0,0
10,307,10,4,-0.0001614129578229,0.0,0.0,0.0,0.0,0.0,0.0,0
10,308,10,4,-0.0001596985966898,0.0,0.0,0.0,0.0,0.0,0.0,0
10,309,10,4,-0.0001583231205586,0.0,0.0,0.0,0.0,0.0,0.0,0
10,310,10,4,-0.0001574012567289,0.0,0.0,0.0,0.0,0.0,0.0,0
10,311,10,4,-0.0001586729777045,0.0,0.0,0.0,0.0,0.0,0.0,0
10,312,10,4,-0.0001606920850463,0.0,0.0,0.0,0.0,0.0,0.0,0
