Wall time,Step,Value
1727775767.822681,120,-0.007508141919970512
1727775784.0684102,240,-0.009888467378914356
1727775800.4065711,360,-0.009610999375581741
1727775816.7733912,480,-0.00697367824614048
1727775833.2919052,600,-0.004878628998994827
1727775849.576349,720,-0.0035823360085487366
1727775865.972251,840,-0.002914886921644211
1727775882.3760602,960,-0.002389319008216262
1727775898.9553268,1080,-0.0021194242872297764
1727775915.5917132,1200,-0.0018645660020411015
1727775932.1311345,1320,-0.0017273154808208346
1727775948.8772483,1440,-0.0015591128030791879
1727775965.6529646,1560,-0.0014334304723888636
1727775982.6123407,1680,-0.0013047881657257676
1727775999.5891225,1800,-0.001225666026584804
1727776016.6410565,1920,-0.001169394003227353
1727776033.6834943,2040,-0.0011353552108630538
1727776050.8746326,2160,-0.0011270780814811587
1727776068.0045915,2280,-0.0010776181006804109
1727776085.3978696,2400,-0.0010626219445839524
1727776102.4778502,2520,-0.0010128270369023085
1727776119.7898197,2640,-0.0009722791146486998
1727776137.4414182,2760,-0.0009409708436578512
1727776154.7742617,2880,-0.0008889962919056416
1727776172.1067343,3000,-0.0008513039792887866
1727776189.2457478,3120,-0.0007999413646757603
1727776206.8251579,3240,-0.0007680453127250075
1727776224.8785655,3360,-0.0007268883637152612
1727776242.5650518,3480,-0.0007079422939568758
1727776260.382837,3600,-0.0006816181121394038
1727776277.9453595,3720,-0.0006519610760733485
1727776295.6041887,3840,-0.0006322265253402293
1727776313.4565191,3960,-0.0006251083104871213
1727776331.4820602,4080,-0.0006062291795387864
1727776349.4276795,4200,-0.0005906742881052196
1727776367.4403722,4320,-0.0005640481831505895
1727776385.7422187,4440,-0.000550749886315316
1727776403.9190397,4560,-0.0005446166032925248
1727776422.2674856,4680,-0.0005282821366563439
1727776440.6431878,4800,-0.0005179104045964777
1727776458.7602534,4920,-0.0005050144391134381
1727776476.938857,5040,-0.0004971903981640935
1727776495.4931479,5160,-0.0004904240486212075
1727776513.9556425,5280,-0.0004823862691409886
1727776532.272102,5400,-0.00047015337622724473
1727776550.6529312,5520,-0.00045823227264918387
1727776569.2914083,5640,-0.00044895123573951423
1727776587.6957421,5760,-0.00044663299922831357
1727776606.1274302,5880,-0.0004364383057691157
1727776624.7475626,6000,-0.0004303656460251659
1727776643.3574789,6120,-0.00042449423926882446
1727776662.0597908,6240,-0.00041642494034022093
1727776680.6369777,6360,-0.0004108345601707697
1727776699.340381,6480,-0.00039911121712066233
1727776717.931276,6600,-0.0003921813331544399
1727776736.8117633,6720,-0.000380743236746639
1727776755.5662813,6840,-0.00037474947748705745
1727776774.115138,6960,-0.0003714218328241259
1727776792.7338686,7080,-0.00036766607081517577
1727776811.5841796,7200,-0.0003628357662819326
1727776830.2454095,7320,-0.0003602983197197318
1727776849.0450253,7440,-0.00035674660466611385
1727776867.780452,7560,-0.0003507349465508014
1727776886.6103156,7680,-0.0003506378270685673
1727776905.3088822,7800,-0.00034469476668164134
1727776924.0953157,7920,-0.00034227449214085937
1727776942.9978242,8040,-0.00033933360828086734
1727776961.69685,8160,-0.00033129245275631547
1727776980.48688,8280,-0.0003287166473455727
1727776999.4226365,8400,-0.0003252721216995269
1727777018.1821108,8520,-0.0003224397369194776
1727777036.966976,8640,-0.0003213185991626233
1727777056.3004253,8760,-0.0003189958515577018
1727777075.0594418,8880,-0.00031425731140188873
1727777093.7475064,9000,-0.0003089321544393897
1727777112.5391443,9120,-0.000305994093650952
1727777131.4460804,9240,-0.0003044574987143278
1727777150.2419538,9360,-0.0003011651861015707
1727777168.942937,9480,-0.0002945500600617379
1727777187.7221913,9600,-0.00029039671062491834
1727777206.363087,9720,-0.0002874858910217881
1727777225.128681,9840,-0.0002835432533174753
1727777243.871186,9960,-0.00028127169935032725
1727777262.5615509,10080,-0.006581492256373167
1727777281.192822,10200,-0.026878105476498604
1727777300.3593721,10320,-0.027517646551132202
1727777319.091205,10440,-0.027182651683688164
1727777337.8410077,10560,-0.027076981961727142
1727777356.5104346,10680,-0.02679092064499855
1727777375.3853319,10800,-0.026593653485178947
1727777394.0854402,10920,-0.026359746232628822
1727777412.8076606,11040,-0.02610558085143566
1727777431.652318,11160,-0.02590256743133068
1727777450.3237479,11280,-0.025563860312104225
1727777469.050651,11400,-0.025092940777540207
1727777487.8318105,11520,-0.02477390691637993
1727777506.4396777,11640,-0.02456051856279373
1727777524.9998887,11760,-0.024458831176161766
1727777543.583747,11880,-0.024226931855082512
1727777562.316391,12000,-0.02412072755396366
1727777581.0641346,12120,-0.02419084683060646
1727777599.771762,12240,-0.02411862276494503
1727777618.4651828,12360,-0.024104654788970947
1727777637.109031,12480,-0.02380038984119892
1727777655.6077852,12600,-0.023563707247376442
1727777674.4108434,12720,-0.023620227351784706
1727777693.0291398,12840,-0.023452376946806908
1727777711.6705196,12960,-0.023391254246234894
1727777730.384309,13080,-0.02335968054831028
1727777748.9478455,13200,-0.022961217910051346
1727777767.8505013,13320,-0.022534286603331566
1727777786.3718736,13440,-0.022482136264443398
1727777805.120809,13560,-0.022210612893104553
1727777823.7020276,13680,-0.022112462669610977
1727777842.2232418,13800,-0.021901320666074753
1727777860.8657506,13920,-0.02171958051621914
1727777879.4545436,14040,-0.021701540797948837
1727777897.917474,14160,-0.021634668111801147
1727777916.538243,14280,-0.02142445556819439
1727777935.124448,14400,-0.021479688584804535
1727777953.6690202,14520,-0.02130570076406002
1727777972.2384682,14640,-0.021215122193098068
1727777991.071843,14760,-0.021069716662168503
1727778009.5728095,14880,-0.020748060196638107
1727778028.0073726,15000,-0.020676210522651672
1727778046.5962589,15120,-0.1179056391119957
1727778065.1158364,15240,-0.2028096467256546
1727778083.5811195,15360,-0.19685986638069153
1727778102.1700244,15480,-0.19441919028759003
1727778120.6656542,15600,-0.189493790268898
1727778139.0661783,15720,-0.1869807243347168
1727778157.4593296,15840,-0.18345236778259277
1727778175.9810221,15960,-0.17996715009212494
1727778194.5465424,16080,-0.17697203159332275
1727778212.9776225,16200,-0.17325423657894135
1727778231.627115,16320,-0.16988079249858856
1727778250.0544133,16440,-0.1684257686138153
1727778268.6071184,16560,-0.1661308854818344
1727778287.2612157,16680,-0.163969486951828
1727778305.7452843,16800,-0.16150712966918945
