Wall time,Step,Value
1726266361.987046,120,-0.007886777631938457
1726266377.3653057,240,-0.012004544027149677
1726266391.9434106,360,-0.013095689937472343
1726266408.091345,480,-0.012522812001407146
1726266424.732675,600,-0.011918461881577969
1726266441.8442826,720,-0.012130627408623695
1726266458.5609043,840,-0.011185885407030582
1726266476.4324827,960,-0.01133955642580986
1726266493.9440455,1080,-0.010557417757809162
1726266512.4328673,1200,-0.009890420362353325
1726266529.9953508,1320,-0.00966067798435688
1726266548.4390996,1440,-0.009121411480009556
1726266566.5789213,1560,-0.009090807288885117
1726266585.1955354,1680,-0.008616306819021702
1726266603.579644,1800,-0.00837351381778717
1726266622.501981,1920,-0.007718740031123161
1726266641.3848107,2040,-0.007295936346054077
1726266661.0400088,2160,-0.006993945222347975
1726266680.2328176,2280,-0.006799780298024416
1726266699.852279,2400,-0.0065752677619457245
1726266719.0084395,2520,-0.006483288016170263
1726266739.0167997,2640,-0.006247006356716156
1726266758.350566,2760,-0.00597216933965683
1726266778.165076,2880,-0.005856229458004236
1726266797.79191,3000,-0.005650577135384083
1726266817.282513,3120,-0.005460524000227451
1726266836.3541884,3240,-0.005215965677052736
1726266855.940868,3360,-0.005046401638537645
1726266874.8423254,3480,-0.004839206114411354
1726266894.3571656,3600,-0.004643494263291359
1726266913.3864439,3720,-0.004472961183637381
1726266932.613707,3840,-0.004462770652025938
1726266951.507208,3960,-0.004396175034344196
1726266970.989347,4080,-0.004246093798428774
1726266989.9224484,4200,-0.004104096908122301
1726267009.266192,4320,-0.004046461079269648
1726267028.3688385,4440,-0.003954275976866484
1726267047.6887257,4560,-0.0038714194670319557
1726267066.6792612,4680,-0.0037774951197206974
1726267086.3692088,4800,-0.003707095282152295
1726267105.4850795,4920,-0.0036317044869065285
1726267125.2766368,5040,-0.0035613824147731066
1726267144.393868,5160,-0.0035389286931604147
1726267163.9519966,5280,-0.003457545768469572
1726267183.4752395,5400,-0.003359187161549926
1726267202.9150083,5520,-0.003314700908958912
1726267222.061664,5640,-0.0032300003804266453
1726267241.5133429,5760,-0.003202905412763357
1726267260.5981517,5880,-0.0031753701623529196
1726267280.402137,6000,-0.003081658622249961
1726267299.539846,6120,-0.0030099644791334867
1726267319.0395458,6240,-0.0029672461096197367
1726267338.2323217,6360,-0.002936330158263445
1726267357.6722858,6480,-0.0028992141596972942
1726267376.636861,6600,-0.0028950145933777094
1726267396.178601,6720,-0.002845551585778594
1726267415.0632863,6840,-0.0027838670648634434
1726267434.4678705,6960,-0.002750555519014597
1726267453.4346268,7080,-0.002731022657826543
1726267473.1575017,7200,-0.002690988127142191
1726267492.1611109,7320,-0.0026433351449668407
1726267511.6695905,7440,-0.0026063178665935993
1726267530.7000766,7560,-0.0026021504309028387
1726267550.1451442,7680,-0.0025707643944770098
1726267569.1695545,7800,-0.0025395709089934826
1726267588.8154573,7920,-0.002523245522752404
1726267607.7717295,8040,-0.0025257000233978033
1726267627.203359,8160,-0.0025479765608906746
1726267646.368354,8280,-0.002480387222021818
1726267665.7773674,8400,-0.002461489522829652
1726267684.9143252,8520,-0.002437595510855317
1726267704.5670054,8640,-0.0023786916863173246
1726267723.5697,8760,-0.0023874936159700155
1726267743.0421858,8880,-0.0023320731706917286
1726267762.1787305,9000,-0.0023161994758993387
