Wall time,Step,Value
1727775767.8225951,120,0.04571587219834328
1727775784.0680242,240,0.025847947224974632
1727775800.4061909,360,0.017336970195174217
1727775816.772996,480,0.037719037383794785
1727775833.2914946,600,0.039612751454114914
1727775849.57626,720,0.03897881880402565
1727775865.9718637,840,0.10226539522409439
1727775882.3756669,960,0.07492435723543167
1727775898.9549174,1080,0.08540515601634979
1727775915.5913472,1200,0.15339751541614532
1727775932.1310475,1320,0.2006981372833252
1727775948.8768337,1440,0.2058110237121582
1727775965.6525834,1560,0.5737028121948242
1727775982.6119368,1680,0.3259721100330353
1727775999.588741,1800,0.38694140315055847
1727776016.6409695,1920,0.42058616876602173
1727776033.683073,2040,0.5862498879432678
1727776050.8742185,2160,0.548202633857727
1727776068.004179,2280,0.9354494214057922
1727776085.397493,2400,0.8257940411567688
1727776102.477472,2520,0.5237042903900146
1727776119.7894466,2640,0.789638340473175
1727776137.441011,2760,0.8980621695518494
1727776154.7737849,2880,0.7882512211799622
1727776172.1063192,3000,0.7756510376930237
1727776189.245366,3120,0.7210426330566406
1727776206.8247607,3240,1.137528896331787
1727776224.8780615,3360,1.2667572498321533
1727776242.5645692,3480,1.4001942873001099
1727776260.3824394,3600,1.4086397886276245
1727776277.944956,3720,1.4686683416366577
1727776295.6038048,3840,1.5403492450714111
1727776313.45615,3960,1.7992888689041138
1727776331.4816513,4080,1.734342336654663
1727776349.4272938,4200,1.8924094438552856
1727776367.4400024,4320,2.1058151721954346
1727776385.7418087,4440,2.3306491374969482
1727776403.9185674,4560,2.5439999103546143
1727776422.2671187,4680,2.4747376441955566
1727776440.6427124,4800,2.7741122245788574
1727776458.759756,4920,2.514172315597534
1727776476.9384804,5040,2.774362802505493
1727776495.4927523,5160,3.1704845428466797
1727776513.95523,5280,3.357137441635132
1727776532.2716699,5400,3.3517305850982666
1727776550.6525593,5520,3.4091057777404785
1727776569.2908494,5640,3.785890579223633
1727776587.695363,5760,3.9522275924682617
1727776606.1270425,5880,4.000171661376953
1727776624.7469761,6000,4.452763557434082
1727776643.3570855,6120,4.618249416351318
1727776662.0594194,6240,4.5816779136657715
1727776680.6366003,6360,4.590611457824707
1727776699.3398952,6480,5.108285903930664
1727776717.9308772,6600,5.098663806915283
1727776736.811389,6720,5.4618730545043945
1727776755.5658703,6840,5.526930332183838
1727776774.114755,6960,5.733607292175293
1727776792.7334938,7080,5.780246734619141
1727776811.583771,7200,5.912472248077393
1727776830.2449715,7320,6.018251419067383
1727776849.0445945,7440,6.293388843536377
1727776867.7800784,7560,6.337789058685303
1727776886.609841,7680,6.440178394317627
1727776905.3084998,7800,6.578413009643555
1727776924.0949228,7920,6.426820755004883
1727776942.997428,8040,6.530362606048584
1727776961.6964762,8160,6.787604808807373
1727776980.4865172,8280,6.840551376342773
1727776999.4222174,8400,6.999608516693115
1727777018.1817045,8520,6.900485515594482
1727777036.9665816,8640,7.066413879394531
1727777056.3002112,8760,7.004446983337402
1727777075.0590587,8880,7.186093330383301
1727777093.7471342,9000,7.410902500152588
1727777112.5387518,9120,7.2370991706848145
