Wall time,Step,Value
1726266361.986948,120,0.09153060615062714
1726266377.3652177,240,0.024783920496702194
1726266391.9429755,360,0.006543272640556097
1726266408.090964,480,0.008623907342553139
1726266424.7325861,600,0.01572694629430771
1726266441.8441958,720,0.026076702401041985
1726266458.5605118,840,0.036760564893484116
1726266476.4320335,960,0.07209029793739319
1726266493.9436057,1080,0.09855432063341141
1726266512.4327724,1200,0.19246701896190643
1726266529.9949539,1320,0.25146231055259705
1726266548.438722,1440,0.38897907733917236
1726266566.578426,1560,0.4293443262577057
1726266585.1951327,1680,0.6306425333023071
1726266603.579229,1800,0.8918929100036621
1726266622.501607,1920,0.9865254163742065
1726266641.384423,2040,1.222217082977295
1726266661.039559,2160,1.3719440698623657
1726266680.2324417,2280,1.9293276071548462
1726266699.8518987,2400,2.2367749214172363
1726266719.0080552,2520,2.239611864089966
1726266739.016414,2640,2.796816110610962
1726266758.350181,2760,3.239203929901123
1726266778.1643872,2880,3.4033007621765137
1726266797.7914968,3000,3.9536921977996826
1726266817.2820358,3120,4.081966400146484
1726266836.3538008,3240,4.445526599884033
1726266855.9404697,3360,4.763487339019775
1726266874.8419466,3480,4.953352928161621
1726266894.3567984,3600,4.994729995727539
1726266913.3860857,3720,5.286301612854004
1726266932.6133153,3840,5.459165096282959
1726266951.5067775,3960,5.547884464263916
1726266970.9888775,4080,5.758033275604248
1726266989.9210682,4200,5.884141445159912
1726267009.2658062,4320,5.83081579208374
1726267028.368431,4440,6.004322528839111
1726267047.6883812,4560,6.100644588470459
1726267066.678866,4680,6.193919658660889
1726267086.3688304,4800,6.319890975952148
1726267105.4846833,4920,6.360250949859619
1726267125.2762744,5040,6.5202178955078125
1726267144.3934531,5160,6.718242645263672
1726267163.9516156,5280,6.866825103759766
1726267183.474815,5400,6.863034248352051
1726267202.914624,5520,6.771920680999756
1726267222.0612705,5640,6.917510032653809
1726267241.5129666,5760,6.8719401359558105
1726267260.5977705,5880,6.990723133087158
1726267280.4017608,6000,7.1727166175842285
1726267299.539453,6120,7.30177640914917
1726267319.0391686,6240,7.45500373840332
1726267338.2319064,6360,7.349785327911377
1726267357.6719193,6480,7.395983695983887
1726267376.6364858,6600,7.449211597442627
1726267396.1782212,6720,7.527520656585693
1726267415.06265,6840,7.609285831451416
1726267434.4675083,6960,7.686065196990967
1726267453.4342458,7080,7.734702110290527
1726267473.1571186,7200,7.691311359405518
1726267492.1606555,7320,7.7805986404418945
1726267511.6692252,7440,7.8606858253479
1726267530.699671,7560,7.802000522613525
1726267550.1447618,7680,7.837440013885498
1726267569.1691785,7800,7.929056167602539
1726267588.8149943,7920,7.895669460296631
1726267607.771361,8040,7.860393524169922
1726267627.2027285,8160,7.867993354797363
1726267646.3679588,8280,8.031350135803223
1726267665.7770128,8400,7.992379188537598
1726267684.9138448,8520,7.95632266998291
1726267704.5666118,8640,8.087952613830566
1726267723.5693228,8760,8.012969970703125
1726267743.0417013,8880,8.01652717590332
1726267762.1783566,9000,7.998198509216309
1726267781.7164834,9120,7.9930243492126465
1726267800.689091,9240,8.026104927062988
1726267820.309102,9360,8.04955768585205
1726267839.4175513,9480,8.060770034790039
1726267858.8425746,9600,8.156890869140625
1726267877.821383,9720,8.079255104064941
1726267897.2942643,9840,8.06955623626709
1726267916.216822,9960,8.086533546447754
1726267935.5893192,10080,8.093168258666992
1726267954.6422698,10200,8.165184020996094
1726267974.0066633,10320,8.238929748535156
1726267992.964826,10440,8.296426773071289
1726268012.5025787,10560,8.211071968078613
1726268031.4415915,10680,8.225149154663086
1726268050.8904212,10800,8.245878219604492
1726268069.9200604,10920,8.243589401245117
1726268089.4495935,11040,8.147561073303223
1726268108.7605295,11160,8.246471405029297
1726268128.2980065,11280,8.16122817993164
1726268147.391944,11400,8.240340232849121
1726268166.8932583,11520,8.273633003234863
1726268185.9580808,11640,8.34962272644043
1726268205.520695,11760,8.48395824432373
1726268224.5571008,11880,8.541800498962402
1726268244.1129675,12000,8.311923027038574
1726268263.4700165,12120,8.495672225952148
1726268283.0127966,12240,8.447744369506836
1726268301.9980273,12360,8.57802963256836
1726268321.6718762,12480,8.501689910888672
1726268340.6678889,12600,8.602029800415039
1726268360.2603493,12720,8.505594253540039
1726268379.425078,12840,8.55019760131836
1726268398.817333,12960,8.515995025634766
1726268417.8698442,13080,8.593400001525879
1726268437.2896192,13200,8.6362886428833
1726268456.438175,13320,8.56973648071289
1726268476.0471714,13440,8.713425636291504
1726268494.9341025,13560,8.631124496459961
1726268514.579492,13680,8.590630531311035
1726268533.5399134,13800,8.760951042175293
1726268553.2206984,13920,8.814676284790039
1726268572.2924578,14040,8.639374732971191
1726268591.7814012,14160,8.778822898864746
1726268610.7387848,14280,8.860702514648438
1726268630.2034354,14400,8.866412162780762
1726268649.168074,14520,8.881031036376953
1726268668.5868387,14640,8.882342338562012
1726268687.690101,14760,8.844644546508789
1726268707.212173,14880,8.922218322753906
1726268726.1532397,15000,8.894933700561523
1726268745.5396094,15120,8.799592971801758
1726268764.5694234,15240,8.839601516723633
1726268783.9016612,15360,8.836394309997559
1726268802.7669547,15480,8.910026550292969
1726268822.3421934,15600,8.896302223205566
1726268841.3413284,15720,8.934796333312988
1726268860.6658058,15840,8.978957176208496
1726268879.598849,15960,8.947619438171387
1726268898.9973145,16080,8.918527603149414
1726268917.7774177,16200,8.968823432922363
1726268937.1882331,16320,8.956028938293457
1726268956.2316535,16440,8.985918998718262
1726268975.5492332,16560,9.037172317504883
1726268994.5937624,16680,9.01840877532959
1726269014.188009,16800,8.992300987243652
1726269033.0639548,16920,9.109519004821777
1726269052.5797303,17040,8.999836921691895
1726269072.5012364,17160,9.092588424682617
1726269091.8916125,17280,9.057059288024902
1726269110.7340453,17400,9.067190170288086
1726269130.3455257,17520,9.017562866210938
1726269149.2995083,17640,8.993693351745605
1726269168.7305665,17760,9.107231140136719
1726269187.8018882,17880,9.094923973083496
1726269207.2552252,18000,9.044485092163086
1726269226.1559083,18120,9.106670379638672
1726269245.7517622,18240,9.004392623901367
1726269264.68378,18360,9.119463920593262
1726269284.1396627,18480,9.042948722839355
1726269303.1959841,18600,9.035110473632812
1726269322.999708,18720,9.029337882995605
1726269342.0015635,18840,9.046546936035156
1726269361.6584675,18960,8.957258224487305
1726269380.729876,19080,8.96856689453125
