Run,Step,Reward,Dones,Epoch,log/Episode_Reward/reaching_object,log/Episode_Reward/lifting_object,log/Episode_Reward/object_goal_tracking,log/Episode_Reward/object_goal_tracking_fine_grained,log/Episode_Reward/action_rate,log/Episode_Reward/joint_vel,log/Episode_Reward/object_drop,log/Episode_Reward/joint_deviation,log/Episode_Reward/applied_torque_limits,log/Episode_Reward/collision,log/Metrics/object_pose/position_error,log/Metrics/object_pose/orientation_error,log/Episode_Termination/time_out,log/Episode_Termination/object_dropping
15,41,0.5415657162666321,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,42,0.5417502522468567,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,43,0.5418781042098999,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,44,0.5419581532478333,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,45,0.5419824719429016,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,46,0.5420210361480713,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,47,0.5420227646827698,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,48,0.5420194864273071,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,49,0.5420230627059937,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,50,0.5420482158660889,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,51,0.5421057343482971,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,52,0.4954465627670288,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,53,0.4949042201042175,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,54,0.494430661201477,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,55,0.4940743148326874,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,56,0.4938339293003082,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,57,0.493686318397522,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,58,0.4936216473579407,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,59,0.4936135411262512,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,60,0.4936402142047882,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,61,0.493685632944107,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,62,0.4937359690666199,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,63,0.4937790036201477,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,64,0.4938156008720398,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,65,0.4938480257987976,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,66,0.4938778579235077,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,67,0.493908166885376,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,68,0.4939573109149933,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,69,0.4940138459205627,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,70,0.4940892159938812,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,71,0.4941875040531158,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,72,0.4943118095397949,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,73,0.494461715221405,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,74,0.49463552236557,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,75,0.4948292672634125,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,76,0.4950345754623413,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,77,0.4952402412891388,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,78,0.4954407811164856,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,79,0.4956278800964355,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,80,0.49579519033432,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,81,0.4959374070167541,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,82,0.4960503876209259,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,83,0.496133953332901,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,84,0.4961903393268585,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,85,0.4962213039398193,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,86,0.4962331056594848,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,87,0.4962333142757416,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,88,0.4962319731712341,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,89,0.4962372779846191,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,90,0.4962581396102905,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,91,0.4963011741638183,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,92,0.4963705241680145,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,93,0.4964582920074463,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,94,0.4965746700763702,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,95,0.4967137575149536,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,96,0.4968755543231964,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,97,0.4970324635505676,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,98,0.4972019791603088,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,99,0.4973702430725097,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,100,0.4975307881832123,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,101,0.4976814985275268,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,102,0.4978356659412384,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,103,0.487328827381134,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,104,0.487561285495758,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,105,0.4877642691135406,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,106,0.4879360496997833,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,107,0.4880756139755249,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,108,0.4881739020347595,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,109,0.4882479906082153,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,110,0.4883125126361847,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,111,0.4883825182914734,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,112,0.4884571135044098,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,113,0.4885371327400207,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,114,0.4886224269866943,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,115,0.4887367784976959,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,116,0.4888708591461181,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,117,0.4890196919441223,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,118,0.4891828298568725,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,119,0.4893480539321899,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,120,0.4895113706588745,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,121,0.4896627068519592,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,122,0.4897952973842621,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,123,0.4898997545242309,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,124,0.4899744391441345,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,125,0.4900192022323608,False,8.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,126,-0.1209665089845657,False,8.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,127,-0.1042607724666595,False,8.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,128,-0.0902675464749336,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,129,-0.1204086393117904,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,130,-0.0940725281834602,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,131,-0.0832088813185691,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,132,-0.0795681774616241,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,133,-0.1061785370111465,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,134,-0.0795620307326316,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,135,-0.1054549589753151,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,136,-0.0809040442109108,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,137,-0.0586641058325767,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,138,-0.053289271891117,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,139,-0.0468343943357467,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,140,-0.0452226847410202,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,141,-0.0416178181767463,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,142,-0.0404611676931381,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,143,-0.0392933711409568,False,9.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,144,0.4639600217342376,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,145,0.462943285703659,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,146,0.4617420136928558,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,147,0.4608221054077148,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,148,0.4602717757225036,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,149,0.4600520730018616,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,150,0.4600562751293182,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,151,0.4602381587028503,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,152,0.4604872763156891,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,153,0.4607489705085754,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,154,0.4610506892204284,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
15,155,0.4613357484340668,False,10.0,0.9384424090385436,11.999988555908203,8.638981819152832,0.1784618496894836,-4.219312540953979e-05,-0.0181419029831886,0.0,-0.000365574931493,-0.208045557141304,-1.9379370212554927,0.1143919229507446,0.9698940515518188,1.0,0.0
